Ensembl Gene ID,UniProt/TrEMBL Accession,UniProt/SwissProt Accession,UniProt/SwissProt ID
ENSG00000234745,Q861E5,Q29836,1B67_HUMAN
ENSG00000234745,Q8HWQ3,Q29836,1B67_HUMAN
ENSG00000234745,Q95IE1,Q29836,1B67_HUMAN
ENSG00000234745,Q9GIM0,Q29836,1B67_HUMAN
ENSG00000234745,Q9TPU4,Q29836,1B67_HUMAN
ENSG00000234745,Q9TQC2,Q29836,1B67_HUMAN
ENSG00000234745,Q9TQC5,Q29836,1B67_HUMAN
ENSG00000234745,Q9UIP1,Q29836,1B67_HUMAN
ENSG00000234745,G3D6I7,P30480,1B42_HUMAN
ENSG00000234745,G1EPU3,P30480,1B42_HUMAN
ENSG00000234745,G1EPN0,P30480,1B42_HUMAN
ENSG00000234745,G1EPJ1,P30480,1B42_HUMAN
ENSG00000234745,G1ENJ6,P30480,1B42_HUMAN
ENSG00000234745,G1ENJ0,P30480,1B42_HUMAN
ENSG00000234745,G1EMP0,P30480,1B42_HUMAN
ENSG00000234745,G1EMK6,P30480,1B42_HUMAN
ENSG00000234745,G0ZMJ0,P30480,1B42_HUMAN
ENSG00000234745,G0ZMH5,P30480,1B42_HUMAN
ENSG00000234745,G0Z8C9,P30480,1B42_HUMAN
ENSG00000234745,G0WVB6,P30480,1B42_HUMAN
ENSG00000234745,F8SKV9,P30480,1B42_HUMAN
ENSG00000234745,F8RHF3,P30480,1B42_HUMAN
ENSG00000234745,F6KRS1,P30480,1B42_HUMAN
ENSG00000234745,F6KRR7,P30480,1B42_HUMAN
ENSG00000234745,F6KRQ7,P30480,1B42_HUMAN
ENSG00000234745,F4YU56,P30480,1B42_HUMAN
ENSG00000234745,F4YTC4,P30480,1B42_HUMAN
ENSG00000234745,F4NBP2,P30480,1B42_HUMAN
ENSG00000234745,F4NBP0,P30480,1B42_HUMAN
ENSG00000234745,F2X5W5,P30480,1B42_HUMAN
ENSG00000234745,F2X5T3,P30480,1B42_HUMAN
ENSG00000234745,F2VNN2,P30480,1B42_HUMAN
ENSG00000234745,E9LY38,P30480,1B42_HUMAN
ENSG00000234745,E7BYA5,P30480,1B42_HUMAN
ENSG00000234745,E5FQ95,P30480,1B42_HUMAN
ENSG00000234745,E3SWI1,P30480,1B42_HUMAN
ENSG00000234745,E3SWH9,P30480,1B42_HUMAN
ENSG00000234745,E2GJN0,P30480,1B42_HUMAN
ENSG00000234745,E2DH92,P30480,1B42_HUMAN
ENSG00000234745,E2D5Q2,P30480,1B42_HUMAN
ENSG00000234745,E2D5P9,P30480,1B42_HUMAN
ENSG00000234745,E2D5N8,P30480,1B42_HUMAN
ENSG00000234745,D9U3G7,P30480,1B42_HUMAN
ENSG00000234745,D7NSR4,P30480,1B42_HUMAN
ENSG00000234745,D5L9C9,P30480,1B42_HUMAN
ENSG00000234745,D5FWA6,P30480,1B42_HUMAN
ENSG00000234745,D5FI14,P30480,1B42_HUMAN
ENSG00000234745,D5FHY1,P30480,1B42_HUMAN
ENSG00000234745,D5FHV8,P30480,1B42_HUMAN
ENSG00000234745,D5FHU6,P30480,1B42_HUMAN
ENSG00000234745,D4HPL2,P30480,1B42_HUMAN
ENSG00000234745,D4HPB9,P30480,1B42_HUMAN
ENSG00000234745,D4HPB2,P30480,1B42_HUMAN
ENSG00000234745,D4HP81,P30480,1B42_HUMAN
ENSG00000234745,D3Y5Y4,P30480,1B42_HUMAN
ENSG00000234745,D3U4B8,P30480,1B42_HUMAN
ENSG00000234745,D2DL25,P30480,1B42_HUMAN
ENSG00000234745,D2DKQ8,P30480,1B42_HUMAN
ENSG00000234745,D2DKN8,P30480,1B42_HUMAN
ENSG00000234745,D2DKN6,P30480,1B42_HUMAN
ENSG00000234745,D2DKF7,P30480,1B42_HUMAN
ENSG00000234745,D2DKF6,P30480,1B42_HUMAN
ENSG00000234745,C9WEP9,P30480,1B42_HUMAN
ENSG00000234745,C9WEN6,P30480,1B42_HUMAN
ENSG00000234745,C9WD06,P30480,1B42_HUMAN
ENSG00000234745,C9WCZ5,P30480,1B42_HUMAN
ENSG00000234745,C9WCQ2,P30480,1B42_HUMAN
ENSG00000234745,C9E1H2,P30480,1B42_HUMAN
ENSG00000234745,C8CH80,P30480,1B42_HUMAN
ENSG00000234745,C8CAX9,P30480,1B42_HUMAN
ENSG00000234745,C7FDQ9,P30480,1B42_HUMAN
ENSG00000234745,C6L830,P30480,1B42_HUMAN
ENSG00000234745,C5JA70,P30480,1B42_HUMAN
ENSG00000234745,C3VIU8,P30480,1B42_HUMAN
ENSG00000234745,B9VWB1,P30480,1B42_HUMAN
ENSG00000234745,B2YG95,P30480,1B42_HUMAN
ENSG00000234745,A7E1C3,P30480,1B42_HUMAN
ENSG00000234745,A5PHP5,P30480,1B42_HUMAN
ENSG00000234745,A2VC07,P30480,1B42_HUMAN
ENSG00000234745,Q95HL7,P30480,1B42_HUMAN
ENSG00000234745,Q8SP64,P30480,1B42_HUMAN
ENSG00000234745,Q29923,P30480,1B42_HUMAN
ENSG00000234745,Q29843,P30480,1B42_HUMAN
ENSG00000234745,O19782,P30480,1B42_HUMAN
ENSG00000234745,O19644,P30480,1B42_HUMAN
ENSG00000234745,B4DUK6,P30480,1B42_HUMAN
ENSG00000234745,G9I2L1,P30480,1B42_HUMAN
ENSG00000234745,H9BQ82,P30480,1B42_HUMAN
ENSG00000234745,H9BQ83,P30480,1B42_HUMAN
ENSG00000234745,H9BQ86,P30480,1B42_HUMAN
ENSG00000234745,H9C5J4,P30480,1B42_HUMAN
ENSG00000234745,O19563,P30480,1B42_HUMAN
ENSG00000234745,O19638,P30480,1B42_HUMAN
ENSG00000234745,O19746,P30480,1B42_HUMAN
ENSG00000234745,Q256S0,P30480,1B42_HUMAN
ENSG00000234745,Q53ZP0,P30480,1B42_HUMAN
ENSG00000234745,Q5F311,P30480,1B42_HUMAN
ENSG00000234745,Q5QR31,P30480,1B42_HUMAN
ENSG00000234745,Q5QR33,P30480,1B42_HUMAN
ENSG00000234745,Q5QR34,P30480,1B42_HUMAN
ENSG00000234745,Q5QR36,P30480,1B42_HUMAN
ENSG00000234745,Q5QR46,P30480,1B42_HUMAN
ENSG00000234745,Q5QR47,P30480,1B42_HUMAN
ENSG00000234745,Q5QR48,P30480,1B42_HUMAN
ENSG00000234745,Q5QR57,P30480,1B42_HUMAN
ENSG00000234745,Q5QR58,P30480,1B42_HUMAN
ENSG00000234745,Q5QR59,P30480,1B42_HUMAN
ENSG00000234745,Q5QR60,P30480,1B42_HUMAN
ENSG00000234745,Q5QR62,P30480,1B42_HUMAN
ENSG00000234745,Q5QR69,P30480,1B42_HUMAN
ENSG00000234745,Q5QR73,P30480,1B42_HUMAN
ENSG00000234745,Q5QR76,P30480,1B42_HUMAN
ENSG00000234745,Q5QR83,P30480,1B42_HUMAN
ENSG00000234745,Q5QR84,P30480,1B42_HUMAN
ENSG00000234745,Q5QR85,P30480,1B42_HUMAN
ENSG00000234745,Q5QR86,P30480,1B42_HUMAN
ENSG00000234745,Q5QR87,P30480,1B42_HUMAN
ENSG00000234745,Q5QR88,P30480,1B42_HUMAN
ENSG00000234745,Q6ZXT6,P30480,1B42_HUMAN
ENSG00000234745,Q709M5,P30480,1B42_HUMAN
ENSG00000234745,Q70HJ6,P30480,1B42_HUMAN
ENSG00000234745,Q710M7,P30480,1B42_HUMAN
ENSG00000234745,Q710M8,P30480,1B42_HUMAN
ENSG00000234745,Q7JGR7,P30480,1B42_HUMAN
ENSG00000234745,Q7YNX2,P30480,1B42_HUMAN
ENSG00000234745,Q7YP17,P30480,1B42_HUMAN
ENSG00000234745,Q861D4,P30480,1B42_HUMAN
ENSG00000234745,Q861D6,P30480,1B42_HUMAN
ENSG00000234745,Q861E5,P30480,1B42_HUMAN
ENSG00000234745,Q8HWQ3,P30480,1B42_HUMAN
ENSG00000234745,Q95IE1,P30480,1B42_HUMAN
ENSG00000234745,Q9GIM0,P30480,1B42_HUMAN
ENSG00000234745,Q9TPU4,P30480,1B42_HUMAN
ENSG00000234745,Q9TQC2,P30480,1B42_HUMAN
ENSG00000234745,Q9TQC5,P30480,1B42_HUMAN
ENSG00000234745,Q9UIP1,P30480,1B42_HUMAN
ENSG00000234745,G3D6I7,P01889,1B07_HUMAN
ENSG00000234745,G1EPU3,P01889,1B07_HUMAN
ENSG00000234745,G1EPN0,P01889,1B07_HUMAN
ENSG00000234745,G1EPJ1,P01889,1B07_HUMAN
ENSG00000234745,G1ENJ6,P01889,1B07_HUMAN
ENSG00000234745,G1ENJ0,P01889,1B07_HUMAN
ENSG00000234745,G1EMP0,P01889,1B07_HUMAN
ENSG00000234745,G1EMK6,P01889,1B07_HUMAN
ENSG00000234745,G0ZMJ0,P01889,1B07_HUMAN
ENSG00000234745,G0ZMH5,P01889,1B07_HUMAN
ENSG00000234745,G0Z8C9,P01889,1B07_HUMAN
ENSG00000234745,G0WVB6,P01889,1B07_HUMAN
ENSG00000234745,F8SKV9,P01889,1B07_HUMAN
ENSG00000234745,F8RHF3,P01889,1B07_HUMAN
ENSG00000234745,F6KRS1,P01889,1B07_HUMAN
ENSG00000234745,F6KRR7,P01889,1B07_HUMAN
ENSG00000234745,F6KRQ7,P01889,1B07_HUMAN
ENSG00000234745,F4YU56,P01889,1B07_HUMAN
ENSG00000234745,F4YTC4,P01889,1B07_HUMAN
ENSG00000234745,F4NBP2,P01889,1B07_HUMAN
ENSG00000234745,F4NBP0,P01889,1B07_HUMAN
ENSG00000234745,F2X5W5,P01889,1B07_HUMAN
ENSG00000234745,F2X5T3,P01889,1B07_HUMAN
ENSG00000234745,F2VNN2,P01889,1B07_HUMAN
ENSG00000234745,E9LY38,P01889,1B07_HUMAN
ENSG00000234745,E7BYA5,P01889,1B07_HUMAN
ENSG00000234745,E5FQ95,P01889,1B07_HUMAN
ENSG00000234745,E3SWI1,P01889,1B07_HUMAN
ENSG00000234745,E3SWH9,P01889,1B07_HUMAN
ENSG00000234745,E2GJN0,P01889,1B07_HUMAN
ENSG00000234745,E2DH92,P01889,1B07_HUMAN
ENSG00000234745,E2D5Q2,P01889,1B07_HUMAN
ENSG00000234745,E2D5P9,P01889,1B07_HUMAN
ENSG00000234745,E2D5N8,P01889,1B07_HUMAN
ENSG00000234745,D9U3G7,P01889,1B07_HUMAN
ENSG00000234745,D7NSR4,P01889,1B07_HUMAN
ENSG00000234745,D5L9C9,P01889,1B07_HUMAN
ENSG00000234745,D5FWA6,P01889,1B07_HUMAN
ENSG00000234745,D5FI14,P01889,1B07_HUMAN
ENSG00000234745,D5FHY1,P01889,1B07_HUMAN
ENSG00000234745,D5FHV8,P01889,1B07_HUMAN
ENSG00000234745,D5FHU6,P01889,1B07_HUMAN
ENSG00000234745,D4HPL2,P01889,1B07_HUMAN
ENSG00000234745,D4HPB9,P01889,1B07_HUMAN
ENSG00000234745,D4HPB2,P01889,1B07_HUMAN
ENSG00000234745,D4HP81,P01889,1B07_HUMAN
ENSG00000234745,D3Y5Y4,P01889,1B07_HUMAN
ENSG00000234745,D3U4B8,P01889,1B07_HUMAN
ENSG00000234745,D2DL25,P01889,1B07_HUMAN
ENSG00000234745,D2DKQ8,P01889,1B07_HUMAN
ENSG00000234745,D2DKN8,P01889,1B07_HUMAN
ENSG00000234745,D2DKN6,P01889,1B07_HUMAN
ENSG00000234745,D2DKF7,P01889,1B07_HUMAN
ENSG00000234745,D2DKF6,P01889,1B07_HUMAN
ENSG00000234745,C9WEP9,P01889,1B07_HUMAN
ENSG00000234745,C9WEN6,P01889,1B07_HUMAN
ENSG00000234745,C9WD06,P01889,1B07_HUMAN
ENSG00000234745,C9WCZ5,P01889,1B07_HUMAN
ENSG00000234745,C9WCQ2,P01889,1B07_HUMAN
ENSG00000234745,C9E1H2,P01889,1B07_HUMAN
ENSG00000234745,C8CH80,P01889,1B07_HUMAN
ENSG00000234745,C8CAX9,P01889,1B07_HUMAN
ENSG00000234745,C7FDQ9,P01889,1B07_HUMAN
ENSG00000234745,C6L830,P01889,1B07_HUMAN
ENSG00000234745,C5JA70,P01889,1B07_HUMAN
ENSG00000234745,C3VIU8,P01889,1B07_HUMAN
ENSG00000234745,B9VWB1,P01889,1B07_HUMAN
ENSG00000234745,B2YG95,P01889,1B07_HUMAN
ENSG00000234745,A7E1C3,P01889,1B07_HUMAN
ENSG00000234745,A5PHP5,P01889,1B07_HUMAN
ENSG00000234745,A2VC07,P01889,1B07_HUMAN
ENSG00000234745,Q95HL7,P01889,1B07_HUMAN
ENSG00000234745,Q8SP64,P01889,1B07_HUMAN
ENSG00000234745,Q29923,P01889,1B07_HUMAN
ENSG00000234745,Q29843,P01889,1B07_HUMAN
ENSG00000234745,O19782,P01889,1B07_HUMAN
ENSG00000234745,O19644,P01889,1B07_HUMAN
ENSG00000234745,B4DUK6,P01889,1B07_HUMAN
ENSG00000234745,G9I2L1,P01889,1B07_HUMAN
ENSG00000234745,H9BQ82,P01889,1B07_HUMAN
ENSG00000234745,H9BQ83,P01889,1B07_HUMAN
ENSG00000234745,H9BQ86,P01889,1B07_HUMAN
ENSG00000234745,H9C5J4,P01889,1B07_HUMAN
ENSG00000234745,O19563,P01889,1B07_HUMAN
ENSG00000234745,O19638,P01889,1B07_HUMAN
ENSG00000234745,O19746,P01889,1B07_HUMAN
ENSG00000234745,Q256S0,P01889,1B07_HUMAN
ENSG00000234745,Q53ZP0,P01889,1B07_HUMAN
ENSG00000234745,Q5F311,P01889,1B07_HUMAN
ENSG00000234745,Q5QR31,P01889,1B07_HUMAN
ENSG00000234745,Q5QR33,P01889,1B07_HUMAN
ENSG00000234745,Q5QR34,P01889,1B07_HUMAN
ENSG00000234745,Q5QR36,P01889,1B07_HUMAN
ENSG00000234745,Q5QR46,P01889,1B07_HUMAN
ENSG00000234745,Q5QR47,P01889,1B07_HUMAN
ENSG00000234745,Q5QR48,P01889,1B07_HUMAN
ENSG00000234745,Q5QR57,P01889,1B07_HUMAN
ENSG00000234745,Q5QR58,P01889,1B07_HUMAN
ENSG00000234745,Q5QR59,P01889,1B07_HUMAN
ENSG00000234745,Q5QR60,P01889,1B07_HUMAN
ENSG00000234745,Q5QR62,P01889,1B07_HUMAN
ENSG00000234745,Q5QR69,P01889,1B07_HUMAN
ENSG00000234745,Q5QR73,P01889,1B07_HUMAN
ENSG00000234745,Q5QR76,P01889,1B07_HUMAN
ENSG00000234745,Q5QR83,P01889,1B07_HUMAN
ENSG00000234745,Q5QR84,P01889,1B07_HUMAN
ENSG00000234745,Q5QR85,P01889,1B07_HUMAN
ENSG00000234745,Q5QR86,P01889,1B07_HUMAN
ENSG00000234745,Q5QR87,P01889,1B07_HUMAN
ENSG00000234745,Q5QR88,P01889,1B07_HUMAN
ENSG00000234745,Q6ZXT6,P01889,1B07_HUMAN
ENSG00000234745,Q709M5,P01889,1B07_HUMAN
ENSG00000234745,Q70HJ6,P01889,1B07_HUMAN
ENSG00000234745,Q710M7,P01889,1B07_HUMAN
ENSG00000234745,Q710M8,P01889,1B07_HUMAN
ENSG00000234745,Q7JGR7,P01889,1B07_HUMAN
ENSG00000234745,Q7YNX2,P01889,1B07_HUMAN
ENSG00000234745,Q7YP17,P01889,1B07_HUMAN
ENSG00000234745,Q861D4,P01889,1B07_HUMAN
ENSG00000234745,Q861D6,P01889,1B07_HUMAN
ENSG00000234745,Q861E5,P01889,1B07_HUMAN
ENSG00000234745,Q8HWQ3,P01889,1B07_HUMAN
ENSG00000234745,Q95IE1,P01889,1B07_HUMAN
ENSG00000234745,Q9GIM0,P01889,1B07_HUMAN
ENSG00000234745,Q9TPU4,P01889,1B07_HUMAN
ENSG00000234745,Q9TQC2,P01889,1B07_HUMAN
ENSG00000234745,Q9TQC5,P01889,1B07_HUMAN
ENSG00000234745,Q9UIP1,P01889,1B07_HUMAN
ENSG00000234745,G3D6I7,Q31612,1B73_HUMAN
ENSG00000234745,G1EPU3,Q31612,1B73_HUMAN
ENSG00000234745,G1EPN0,Q31612,1B73_HUMAN
ENSG00000234745,G1EPJ1,Q31612,1B73_HUMAN
ENSG00000234745,G1ENJ6,Q31612,1B73_HUMAN
ENSG00000234745,G1ENJ0,Q31612,1B73_HUMAN
ENSG00000234745,G1EMP0,Q31612,1B73_HUMAN
ENSG00000234745,G1EMK6,Q31612,1B73_HUMAN
ENSG00000234745,G0ZMJ0,Q31612,1B73_HUMAN
ENSG00000234745,G0ZMH5,Q31612,1B73_HUMAN
ENSG00000234745,G0Z8C9,Q31612,1B73_HUMAN
ENSG00000234745,G0WVB6,Q31612,1B73_HUMAN
ENSG00000234745,F8SKV9,Q31612,1B73_HUMAN
ENSG00000234745,F8RHF3,Q31612,1B73_HUMAN
ENSG00000234745,F6KRS1,Q31612,1B73_HUMAN
ENSG00000234745,F6KRR7,Q31612,1B73_HUMAN
ENSG00000234745,F6KRQ7,Q31612,1B73_HUMAN
ENSG00000234745,F4YU56,Q31612,1B73_HUMAN
ENSG00000234745,F4YTC4,Q31612,1B73_HUMAN
ENSG00000234745,F4NBP2,Q31612,1B73_HUMAN
ENSG00000234745,F4NBP0,Q31612,1B73_HUMAN
ENSG00000234745,F2X5W5,Q31612,1B73_HUMAN
ENSG00000234745,F2X5T3,Q31612,1B73_HUMAN
ENSG00000234745,F2VNN2,Q31612,1B73_HUMAN
ENSG00000234745,E9LY38,Q31612,1B73_HUMAN
ENSG00000234745,E7BYA5,Q31612,1B73_HUMAN
ENSG00000234745,E5FQ95,Q31612,1B73_HUMAN
ENSG00000234745,E3SWI1,Q31612,1B73_HUMAN
ENSG00000234745,E3SWH9,Q31612,1B73_HUMAN
ENSG00000234745,E2GJN0,Q31612,1B73_HUMAN
ENSG00000234745,E2DH92,Q31612,1B73_HUMAN
ENSG00000234745,E2D5Q2,Q31612,1B73_HUMAN
ENSG00000234745,E2D5P9,Q31612,1B73_HUMAN
ENSG00000234745,E2D5N8,Q31612,1B73_HUMAN
ENSG00000234745,D9U3G7,Q31612,1B73_HUMAN
ENSG00000234745,D7NSR4,Q31612,1B73_HUMAN
ENSG00000234745,D5L9C9,Q31612,1B73_HUMAN
ENSG00000234745,D5FWA6,Q31612,1B73_HUMAN
ENSG00000234745,D5FI14,Q31612,1B73_HUMAN
ENSG00000234745,D5FHY1,Q31612,1B73_HUMAN
ENSG00000234745,D5FHV8,Q31612,1B73_HUMAN
ENSG00000234745,D5FHU6,Q31612,1B73_HUMAN
ENSG00000234745,D4HPL2,Q31612,1B73_HUMAN
ENSG00000234745,D4HPB9,Q31612,1B73_HUMAN
ENSG00000234745,D4HPB2,Q31612,1B73_HUMAN
ENSG00000234745,D4HP81,Q31612,1B73_HUMAN
ENSG00000234745,D3Y5Y4,Q31612,1B73_HUMAN
ENSG00000234745,D3U4B8,Q31612,1B73_HUMAN
ENSG00000234745,D2DL25,Q31612,1B73_HUMAN
ENSG00000234745,D2DKQ8,Q31612,1B73_HUMAN
ENSG00000234745,D2DKN8,Q31612,1B73_HUMAN
ENSG00000234745,D2DKN6,Q31612,1B73_HUMAN
ENSG00000234745,D2DKF7,Q31612,1B73_HUMAN
ENSG00000234745,D2DKF6,Q31612,1B73_HUMAN
ENSG00000234745,C9WEP9,Q31612,1B73_HUMAN
ENSG00000234745,C9WEN6,Q31612,1B73_HUMAN
ENSG00000234745,C9WD06,Q31612,1B73_HUMAN
ENSG00000234745,C9WCZ5,Q31612,1B73_HUMAN
ENSG00000234745,C9WCQ2,Q31612,1B73_HUMAN
ENSG00000234745,C9E1H2,Q31612,1B73_HUMAN
ENSG00000234745,C8CH80,Q31612,1B73_HUMAN
ENSG00000234745,C8CAX9,Q31612,1B73_HUMAN
ENSG00000234745,C7FDQ9,Q31612,1B73_HUMAN
ENSG00000234745,C6L830,Q31612,1B73_HUMAN
ENSG00000234745,C5JA70,Q31612,1B73_HUMAN
ENSG00000234745,C3VIU8,Q31612,1B73_HUMAN
ENSG00000234745,B9VWB1,Q31612,1B73_HUMAN
ENSG00000234745,B2YG95,Q31612,1B73_HUMAN
ENSG00000234745,A7E1C3,Q31612,1B73_HUMAN
ENSG00000234745,A5PHP5,Q31612,1B73_HUMAN
ENSG00000234745,A2VC07,Q31612,1B73_HUMAN
ENSG00000234745,Q95HL7,Q31612,1B73_HUMAN
ENSG00000234745,Q8SP64,Q31612,1B73_HUMAN
ENSG00000234745,Q29923,Q31612,1B73_HUMAN
ENSG00000234745,Q29843,Q31612,1B73_HUMAN
ENSG00000234745,O19782,Q31612,1B73_HUMAN
ENSG00000234745,O19644,Q31612,1B73_HUMAN
ENSG00000234745,B4DUK6,Q31612,1B73_HUMAN
ENSG00000234745,G9I2L1,Q31612,1B73_HUMAN
ENSG00000234745,H9BQ82,Q31612,1B73_HUMAN
ENSG00000234745,H9BQ83,Q31612,1B73_HUMAN
ENSG00000234745,H9BQ86,Q31612,1B73_HUMAN
ENSG00000234745,H9C5J4,Q31612,1B73_HUMAN
ENSG00000234745,O19563,Q31612,1B73_HUMAN
ENSG00000234745,O19638,Q31612,1B73_HUMAN
ENSG00000234745,O19746,Q31612,1B73_HUMAN
ENSG00000234745,Q256S0,Q31612,1B73_HUMAN
ENSG00000234745,Q53ZP0,Q31612,1B73_HUMAN
ENSG00000234745,Q5F311,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR31,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR33,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR34,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR36,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR46,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR47,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR48,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR57,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR58,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR59,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR60,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR62,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR69,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR73,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR76,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR83,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR84,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR85,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR86,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR87,Q31612,1B73_HUMAN
ENSG00000234745,Q5QR88,Q31612,1B73_HUMAN
ENSG00000234745,Q6ZXT6,Q31612,1B73_HUMAN
ENSG00000234745,Q709M5,Q31612,1B73_HUMAN
ENSG00000234745,Q70HJ6,Q31612,1B73_HUMAN
ENSG00000234745,Q710M7,Q31612,1B73_HUMAN
ENSG00000234745,Q710M8,Q31612,1B73_HUMAN
ENSG00000234745,Q7JGR7,Q31612,1B73_HUMAN
ENSG00000234745,Q7YNX2,Q31612,1B73_HUMAN
ENSG00000234745,Q7YP17,Q31612,1B73_HUMAN
ENSG00000234745,Q861D4,Q31612,1B73_HUMAN
ENSG00000234745,Q861D6,Q31612,1B73_HUMAN
ENSG00000234745,Q861E5,Q31612,1B73_HUMAN
ENSG00000234745,Q8HWQ3,Q31612,1B73_HUMAN
ENSG00000234745,Q95IE1,Q31612,1B73_HUMAN
ENSG00000234745,Q9GIM0,Q31612,1B73_HUMAN
ENSG00000234745,Q9TPU4,Q31612,1B73_HUMAN
ENSG00000234745,Q9TQC2,Q31612,1B73_HUMAN
ENSG00000234745,Q9TQC5,Q31612,1B73_HUMAN
ENSG00000234745,Q9UIP1,Q31612,1B73_HUMAN
ENSG00000226763,,B3KS81,SRRM5_HUMAN
ENSG00000234745,G3D6I7,,
ENSG00000234745,G1EPU3,,
ENSG00000234745,G1EPN0,,
ENSG00000234745,G1EPJ1,,
ENSG00000234745,G1ENJ6,,
ENSG00000234745,G1ENJ0,,
ENSG00000234745,G1EMP0,,
ENSG00000234745,G1EMK6,,
ENSG00000234745,G0ZMJ0,,
ENSG00000234745,G0ZMH5,,
ENSG00000234745,G0Z8C9,,
ENSG00000234745,G0WVB6,,
ENSG00000234745,F8SKV9,,
ENSG00000234745,F8RHF3,,
ENSG00000234745,F6KRS1,,
ENSG00000234745,F6KRR7,,
ENSG00000234745,F6KRQ7,,
ENSG00000234745,F4YU56,,
ENSG00000234745,F2X5W5,,
ENSG00000234745,F2X5T3,,
ENSG00000234745,F2VNN2,,
ENSG00000234745,E9LY38,,
ENSG00000234745,E7BYA5,,
ENSG00000234745,E3SWI1,,
ENSG00000234745,E3SWH9,,
ENSG00000234745,E2GJN0,,
ENSG00000234745,E2DH92,,
ENSG00000234745,E2D5Q2,,
ENSG00000234745,E2D5P9,,
ENSG00000234745,E2D5N8,,
ENSG00000234745,D9U3G7,,
ENSG00000234745,D7NSR4,,
ENSG00000234745,D5L9C9,,
ENSG00000234745,D5FWA6,,
ENSG00000234745,D5FI14,,
ENSG00000234745,D5FHY1,,
ENSG00000234745,D5FHV8,,
ENSG00000234745,D5FHU6,,
ENSG00000234745,D4HPL2,,
ENSG00000234745,D4HPB9,,
ENSG00000234745,D4HPB2,,
ENSG00000234745,D4HP81,,
ENSG00000234745,D3Y5Y4,,
ENSG00000234745,D3U4B8,,
ENSG00000234745,D2DL25,,
ENSG00000234745,D2DKQ8,,
ENSG00000234745,D2DKN8,,
ENSG00000234745,D2DKN6,,
ENSG00000234745,D2DKF7,,
ENSG00000234745,D2DKF6,,
ENSG00000234745,C9WEP9,,
ENSG00000234745,C9WEN6,,
ENSG00000234745,C9WD06,,
ENSG00000234745,C9WCZ5,,
ENSG00000234745,C9WCQ2,,
ENSG00000234745,C9E1H2,,
ENSG00000234745,C8CH80,,
ENSG00000234745,C8CAX9,,
ENSG00000234745,C7FDQ9,,
ENSG00000234745,C5JA70,,
ENSG00000234745,B2YG95,,
ENSG00000234745,A7E1C3,,
ENSG00000234745,Q95HL7,,
ENSG00000234745,Q8SP64,,
ENSG00000234745,O19644,,
ENSG00000234745,G9I2L1,,
ENSG00000234745,H9BQ82,,
ENSG00000234745,H9BQ83,,
ENSG00000234745,H9BQ86,,
ENSG00000234745,H9C5J4,,
ENSG00000234745,O19563,,
ENSG00000234745,O19638,,
ENSG00000234745,O19746,,
ENSG00000234745,Q53ZP0,,
ENSG00000234745,Q5QR62,,
ENSG00000234745,Q5QR69,,
ENSG00000234745,Q5QR73,,
ENSG00000234745,Q5QR76,,
ENSG00000234745,Q5QR83,,
ENSG00000234745,Q5QR84,,
ENSG00000234745,Q5QR85,,
ENSG00000234745,Q5QR86,,
ENSG00000234745,Q5QR87,,
ENSG00000234745,Q5QR88,,
ENSG00000234745,Q7JGR7,,
ENSG00000234745,Q95IE1,,
ENSG00000234745,Q9GIM0,,
ENSG00000234745,Q9TPU4,,
ENSG00000234745,Q9TQC2,,
ENSG00000234745,Q9TQC5,,
ENSG00000234745,Q9UIP1,,
ENSG00000151502,,Q4G0F5,VP26B_HUMAN
ENSG00000151502,E9PRT4,,
ENSG00000234745,F6U0H7,,
ENSG00000151502,,,
ENSG00000164190,A2RRA7,Q6KC79,NIPBL_HUMAN
ENSG00000131116,,Q96B54,ZN428_HUMAN
ENSG00000164190,,Q6KC79,NIPBL_HUMAN
ENSG00000105767,,Q8NFZ8,CADM4_HUMAN
ENSG00000145391,D6RJA0,,
ENSG00000145391,,Q8WTS6,SETD7_HUMAN
ENSG00000167721,,Q2NL82,TSR1_HUMAN
ENSG00000164190,H0Y8M3,,
ENSG00000145391,B5MCZ8,,
ENSG00000167721,,,
ENSG00000164190,,,
ENSG00000145391,B5MCS2,,
ENSG00000178821,,Q8NDY8,TMM52_HUMAN
ENSG00000227345,Q5SQP5,,
